State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn.
HI,72,415,410-3503,no,no,-1,109.1,97,18.2,114.9,97,10.2,295.9,83,,7.7,6,1.9,,False.
PA,52,408,410-4739,no,no,-1,215.8,66,36.6,216.1,108,19,342.8,129,14.8,4.7,3,1.1,1,False.
TX,125,415,365-3562,no,no,-1,203.4,110,34.4,128,98,11.2,190.8,112,7.9,10.4,5,,1,False.
VA,143,510,387-7641,no,no,-1,110.3,113,18.7,168.4,59,14.7,166.9,93,,8.5,3,2.2,1,False.
RI,65,415,385-9744,no,no,-1,111.1,51,18.8,219.1,84,19,202.1,88,8.4,3.8,15,,1,False.
WI,80,415,398-5006,no,no,0,239.9,121,40.7,141.4,51,12.4,364.4,,15.8,8.6,6,2.2,1,False.
MS,1,415,408-3977,no,no,-1,144.8,107,24.5,111.7,67,,218.7,78,9.1,13.2,4,3.5,,False.
KY,60,408,334-2729,,no,,135.4,134,22.9,205.1,85,17.8,204,102,8.7,7.2,5,1.8,1,False.
NC,43,415,334-7685,yes,,-1,84.2,134,14.3,80,103,7.2,196.3,78,8.2,10.1,3,2.7,1,False.
NV,143,415,350-9228,no,no,,209.1,,35.4,105.3,81,9.3,179.7,89,7.6,13.5,7,3.3,0,False.
UT,81,415,407-5774,no,yes,24,130.3,117,21.9,195.2,62,17.1,,122,5.7,10.9,6,2.6,0,False.
ME,205,510,413-4039,no,yes,23,175.7,139,29.9,,99,13.3,180.6,63,7.4,7.2,,1.8,2,False.
HI,24,415,343-2077,,no,-1,241.9,104,41.1,144.3,113,12.8,214.6,105,9.1,5.9,5,1.5,1,False.
OH,74,415,336-5661,,no,-1,136.7,106,22.8,227.9,106,19.8,265.5,113,11.2,9.3,5,2.4,0,False.
WV,77,510,355-4143,no,no,-1,67.6,68,11.3,194.7,,16.9,236.6,136,9.9,,3,3,1,False.
OK,74,415,366-5918,no,no,-1,200.4,87,33.9,308.5,105,26.5,152.3,,6,9.3,3,2.5,1,False.
KY,74,510,368-7555,no,no,-1,125.7,103,21.4,206.7,96,,207.5,142,8.8,13.5,5,3.3,1,True.
AL,200,408,408-2119,no,no,-1,128.1,,21.5,132.5,106,11.7,177.8,122,,10.6,3,2.8,1,False.
MD,86,408,329-2789,no,no,-1,226.4,88,38.2,222.2,107,19.3,255.8,91,10.7,12.3,4,3,4,False.
NE,91,510,334-1508,no,yes,36,162.5,107,27.5,233.1,115,20.2,,93,11.8,8.5,,,0,False.
DC,76,415,337-1506,no,no,-1,224.3,121,38.1,147.2,98,12.8,183.8,73,7.7,6.1,,1.6,,False.
TX,130,415,396-8400,no,no,,,127,,,52,16.2,270.2,107,11.5,13.7,3,3.6,1,False.
OH,56,408,349-2654,no,no,-1,91.1,89,15.4,178.4,116,,300.8,88,12.8,11.5,9,2.8,2,False.
DE,117,415,417-2716,no,no,-1,168.9,137,28.5,,108,20.8,205,105,8.6,14.8,4,3.9,0,False.
IA,63,510,402-1725,no,no,-1,153.6,81,25.8,,115,24.8,230.2,84,9.9,5.8,6,1.3,2,False.
VT,126,415,403-3229,no,no,-1,226.3,88,38.4,139.5,114,12,208.8,109,8.9,,3,1.4,0,False.
OR,132,510,353-6056,no,no,-1,191.8,107,32.6,206.1,127,18,271.9,87,11.6,12,3,3.2,1,False.
NV,81,415,399-9802,no,yes,27,,147,28.5,189.9,105,16.6,193.2,102,8.1,8.7,7,2.3,4,True.
NC,122,415,366-7069,no,no,-1,179.9,88,30.4,,78,12.5,,119,9.7,10.9,7,2.9,2,False.
NJ,46,408,332-5949,no,no,-1,257.4,67,,,91,22.3,204.7,106,8.4,12.8,6,3.2,2,True.
MN,150,415,393-6376,no,yes,27,174.4,75,29.6,169.1,80,14.7,201.9,129,8.4,10.3,5,2.7,1,
ID,99,408,354-7025,no,no,-1,159.6,83,27.2,154.7,121,13.6,255.9,113,11,7.8,3,1.9,1,False.
AL,87,408,351-6585,no,no,-1,237.2,124,40.1,221.7,,19,173.4,80,7.2,10.4,4,2.8,1,False.
AK,108,415,330-5462,no,no,-1,103.1,129,17.4,241.5,103,21.1,170.2,89,6.9,7.5,4,1.8,1,False.
VT,101,415,407-2292,no,no,-1,153.9,89,26,233.2,90,,196.3,76,8.1,10.9,3,3.1,4,False.
PA,53,415,340-3011,no,no,-1,205,85,34.6,159.6,95,13.9,149.6,141,6.2,10,3,2.7,3,False.
AK,132,415,345-9153,no,yes,38,175.7,93,29.9,186.4,,16.1,225.7,117,9.5,7.9,4,2.1,2,False.
CA,158,510,379-5503,no,no,-1,156,123,26.3,223.5,112,19.4,221,115,9.2,8,9,2.1,2,False.
MS,114,415,389-6790,no,yes,33,154.3,109,26.1,220.5,142,18.9,208.5,102,8.7,9.9,6,2.5,0,False.
AR,77,415,408-3610,no,yes,22,209.7,73,35.5,182.9,64,15.8,205.6,,8.5,6.5,4,1.6,2,False.
NV,144,415,375-8238,no,no,,149.9,69,25.3,285.1,73,24.7,190.6,120,7.9,8.8,16,2.2,0,False.
AL,91,510,378-5633,no,yes,22,232.5,97,39.5,185.2,88,16.1,190.4,127,8.1,11.6,3,2.9,3,False.
GA,58,408,389-9120,no,no,-1,165.6,100,28,114.8,88,10,193.8,117,8.3,12.1,6,3.2,,False.
AR,5,415,380-2758,no,no,-1,199.2,106,33.6,186.4,13,16.3,214.1,85,8.9,12.7,4,3.4,3,False.
MA,97,408,402-2728,no,no,-1,217.8,81,36.7,319.9,51,27.6,150.7,109,,3.9,4,0.8,0,False.
NJ,107,415,354-9062,no,no,0,,95,36,149.3,88,13,219.7,111,9,6.9,2,1.8,3,False.
MO,142,415,417-2054,no,yes,29,154,75,26,164.9,97,14.3,269.9,82,11.5,,6,,1,False.
NY,9,408,353-1941,no,yes,30,193.8,130,32.8,201.7,99,17.5,191.3,101,8.1,12.7,3,3.5,1,False.
AZ,73,415,328-1522,no,no,-1,175.4,130,29.8,247.3,105,21.1,122.4,84,4.9,11.5,5,3,0,False.
NJ,48,510,408-4529,no,yes,,152.2,63,,257.9,132,22.4,263.2,108,11.3,15,6,4,2,True.
WV,43,408,417-5320,no,no,-1,230.2,147,38.9,,121,16.2,128.4,99,5.2,8.8,4,2.2,0,False.
NM,122,408,370-9755,no,yes,32,175,103,29.7,247.3,105,21.3,164.7,115,6.7,12.9,4,3.2,1,True.
SC,93,415,372-4835,no,no,-1,190.2,68,32.2,261.5,64,22.6,130.1,91,5.2,8.2,5,2.3,0,False.
VT,85,415,334-6605,no,no,-1,176.3,122,30,224.2,123,19.4,219.6,49,9.2,11,2,2.9,1,False.
TN,59,415,399-5564,,no,-1,160.8,95,27.3,250.2,66,21.8,273.6,96,11.6,4.4,6,1.1,3,False.
LA,87,415,392-2887,yes,no,-1,228.9,90,38.8,162,100,14.1,154.3,89,6.3,11.3,4,2.9,1,False.
OH,137,408,328-2110,no,no,,144.2,90,24.6,181,100,15.8,128.1,92,5.2,11.7,3,3,0,
OR,21,510,383-5976,no,yes,30,135.9,89,22.9,270.1,84,23.3,179,88,7.4,8.8,8,,6,False.
DE,129,510,332-6181,no,no,-1,334.6,118,56.7,191.2,104,16.7,191.1,82,7.9,9.7,7,2.4,0,True.
KY,104,415,330-5255,no,no,-1,130.7,77,22.2,130.4,118,,264.8,62,11.3,12.5,,3.3,0,False.
GA,93,408,413-5190,no,yes,20,134.2,105,22.7,161.5,129,14.1,186.7,89,7.8,11.2,3,2.9,4,True.
VT,63,415,394-7447,no,no,-1,278,102,47.1,265.6,114,22.8,224.4,117,9.4,12.5,5,3.3,4,True.
OR,161,415,353-7096,no,no,-1,105.4,70,17.8,213.9,122,18.6,223.7,125,,7,6,1.8,0,False.
TX,50,510,395-6002,no,no,-1,188.9,94,,203,104,17.6,151.9,123,6.1,11.1,9,2.9,3,False.
MO,103,408,372-9816,no,yes,23,111.9,85,18.9,239,102,20.7,268.4,80,11.4,6.5,5,1.6,1,False.
ND,84,415,400-7253,no,yes,32,159.2,106,,149,102,13.1,213.5,108,9,12.5,19,3.3,1,False.
MN,92,510,344-7470,no,no,-1,212.5,,36,223.8,118,19.4,221.4,105,9.3,8.4,5,2.3,1,False.
NV,77,415,378-8572,no,no,-1,142.4,112,24.2,305.4,112,26.2,196.4,81,8.1,9.4,1,2.4,1,False.
NY,64,415,345-9140,no,no,-1,346.9,55,58.9,248.4,79,21.4,275.4,101,11.7,12.8,10,3.4,1,True.
FL,159,415,340-5460,no,yes,14,113.8,102,19.2,144.6,146,12.7,,136,8,11.1,10,2.9,1,False.
KS,110,415,369-8024,no,yes,26,267.9,103,45.5,262.6,74,22.7,178.2,105,,7.6,2,1.9,1,True.
NV,138,510,395-8595,no,no,-1,171.4,117,29,,128,10,224.7,114,9.6,16.3,5,4.4,3,False.
NV,178,408,359-4587,no,no,-1,275.4,150,46.7,186.7,63,16.4,147.2,,6.1,13,4,3.4,1,False.
SC,38,415,375-5439,no,yes,30,,118,33.4,249.1,71,21.6,298.9,103,13,3.2,2,0.9,0,False.
MI,50,415,361-3779,no,yes,34,192.6,97,,134.5,,11.9,216.1,100,9.1,7.3,3,1.9,2,False.
MI,45,510,375-8934,no,yes,25,91.9,104,15.5,,119,13.1,63.5,102,2.2,6.9,6,1.8,,False.
TN,70,510,395-4757,no,no,-1,126.3,99,21.3,140.9,106,12.6,255.9,95,10.8,9,2,2.2,0,False.
NY,147,510,421-7205,yes,yes,32,251.7,107,42.6,233.3,110,20.2,213.6,86,8.9,9.9,7,2.5,3,False.
NV,94,510,379-8805,no,no,-1,190.6,108,32.5,151.4,96,13.3,144.8,96,5.8,6.9,6,1.8,1,False.
IL,179,510,348-2150,no,no,-1,116.2,101,19.7,200.9,100,17.5,182.1,102,7.5,11.1,6,2.9,0,False.
MS,116,415,417-9128,no,no,-1,217.4,91,36.8,215,95,18.4,148,75,6,10.7,4,2.9,2,False.
ND,59,510,351-4226,no,no,-1,179.3,80,30.3,231.7,100,,175.7,104,7.2,14.2,4,3.7,0,False.
NC,165,415,330-6630,no,no,-1,207.6,109,35.2,163.9,94,,54.5,90,1.8,7.3,4,2,,False.
MI,133,408,387-9137,no,no,-1,277.4,138,47.1,227.8,117,19.8,117.6,102,4.6,12.4,5,3.1,2,True.
TN,140,415,372-3987,no,no,-1,125.2,,21,166.8,121,14.3,260.6,93,11,7.8,5,1.9,1,False.
VT,93,408,408-5183,no,yes,31,138.2,91,23.3,166.7,72,14.5,238.9,114,10.2,,4,,2,False.
OK,52,510,412-9357,no,,37,169.5,88,28.8,225,97,19.6,172,85,6.9,7.5,4,1.9,0,False.
DE,64,415,402-3599,no,yes,26,201.2,101,34.1,143.1,90,12.4,150.4,126,6,11.8,4,3,1,False.
ND,12,510,379-5211,no,no,-1,216.7,117,36.6,115.7,126,10.2,220.3,109,9,9.3,5,2.6,2,False.
OR,48,415,405-9217,yes,no,-1,190.2,92,32.1,316.8,85,27.3,133.6,112,,7.7,5,,2,False.
NY,181,408,340-9200,no,no,-1,143.1,91,24.1,194.7,58,16.9,223.4,94,9.7,5.3,7,1.3,,False.
MO,168,415,339-9026,no,yes,41,97.5,57,16.6,202.8,99,17.5,173.8,123,,10.8,3,2.8,2,False.
FL,155,415,343-4772,no,no,-1,181.4,111,30.8,166.9,93,14.6,168.6,121,,10.6,4,2.6,3,False.
ND,105,510,345-2108,no,no,-1,246.3,83,,255.4,102,22,169.1,151,6.9,3.2,5,0.7,0,False.
NY,11,415,401-4650,no,no,-1,143.2,130,24.4,288.5,50,24.9,194.1,99,8,9.1,6,2.2,2,False.
ND,182,415,400-3945,no,no,-1,104.9,111,17.8,197.6,121,,258.3,90,10.9,7.4,6,1.9,2,False.
NY,104,415,338-3781,no,no,-1,156.2,93,26.4,192.3,55,16.7,222.8,93,9.5,12.6,6,3.2,1,False.
OH,102,415,342-6316,no,no,-1,115,125,19.5,80.9,127,,304.5,100,13.1,11.2,5,2.9,0,False.
AL,122,415,336-5920,no,no,-1,232.5,96,39.3,204.7,120,17.6,213.6,90,8.9,11.3,3,2.9,0,False.
SC,41,415,332-1060,no,no,-1,143.9,117,24.3,151.6,,13.4,194.5,109,8.1,8,3,2,1,False.
GA,132,415,418-3426,no,no,-1,176.7,132,29.9,243,80,21,176.4,119,,8.6,5,2.2,2,False.
WY,76,415,408-6326,no,no,-1,263.3,147,44.5,,69,,170.7,100,7,10.8,6,2.9,1,True.
WV,13,415,334-6142,no,no,-1,146.6,74,24.7,147.7,,12.9,216.6,95,9.3,10.7,4,2.9,1,False.
HI,115,415,336-6128,no,yes,32,145.2,72,24.7,193.7,158,16.8,242.3,137,10.3,13.6,4,3.6,2,False.
WV,67,408,406-6708,no,no,-1,168,91,28.5,166.9,69,14.8,110.3,70,4.4,7.7,12,2.1,1,False.
LA,154,510,388-8670,no,no,-1,167.1,99,28.3,153.9,97,13.4,189.5,88,7.8,6.6,6,1.7,0,False.
AR,100,510,363-5853,no,no,-1,142.6,87,24,195,88,16.9,122.2,116,5,7.3,9,1.7,2,False.
AK,146,510,383-6544,no,no,-1,133,65,22.7,261.9,94,22.6,214.4,127,,10.5,4,,1,False.
DC,148,415,378-2940,no,yes,10,252.7,128,43,283.5,89,24.4,263,99,11.3,11.7,1,3.1,1,False.
AL,67,415,338-7683,no,yes,27,95,94,16.1,290.4,74,25.2,159.7,113,6.5,9.4,,2.5,2,
UT,161,510,329-2786,no,no,,194.1,106,,248.7,105,21.5,254.9,,10.6,12.3,2,3,1,True.
KS,70,415,369-9465,no,no,-1,222.8,114,37.6,215.1,114,18.5,223.8,121,9.4,-0.6,1,0.1,1,False.
MN,116,510,337-3769,no,no,-1,201.6,82,34.3,230.6,95,19.8,226.2,129,9.7,15.8,5,4.1,,False.
VA,99,415,400-6257,no,yes,42,215.9,125,36.8,,104,20.2,215.6,,9,8.9,5,2.3,2,True.
UT,87,415,411-6663,no,no,-1,146.4,108,24.8,170.9,102,14.9,167.5,65,7.1,4.7,10,1,1,False.
IN,87,510,384-3101,no,no,-1,234.9,85,39.7,140,92,12.3,204.4,92,8.6,8.9,6,2.2,1,False.
CT,70,408,339-5329,no,no,-1,198.6,111,33.7,213.2,115,18.5,171.3,104,,10,6,2.7,2,False.
DE,131,408,388-9944,no,,-1,94.3,80,15.9,214.4,101,18.5,179.9,107,7.4,12.6,9,3.2,2,
VT,119,510,403-1769,no,no,-1,190.4,74,32.4,214.7,113,18.6,161.3,110,6.6,9.7,,2.3,2,False.
MO,119,408,390-1612,no,yes,31,142.6,77,24.1,207.3,126,17.9,171.1,101,7,11.3,2,2.9,3,False.
RI,87,510,421-7214,,no,,134.2,80,22.7,164.3,71,14.2,173.1,102,7.2,,5,2.7,0,False.
CA,112,415,338-6962,yes,no,-1,112,92,18.9,113.1,143,10,146.8,78,5.9,,4,3.5,5,True.
RI,75,415,333-9826,no,no,-1,123,89,20.7,210.6,,18.2,261.6,90,,10.1,2,,2,False.
CT,150,510,411-8549,no,no,-1,189.4,77,32,220.1,106,18.8,238.8,116,10.1,8.7,6,2.2,4,False.
IN,161,510,381-9234,yes,yes,37,240.5,112,,200.9,102,17.5,206.1,111,8.6,15.4,7,,0,False.
FL,91,510,387-9855,no,yes,23,93.7,112,15.7,182.7,128,,240.7,132,,9.3,4,2.4,0,False.
KS,124,415,371-6990,yes,no,-1,,,26.8,210.6,78,18.4,179.2,,7.4,9.5,9,2.3,3,False.
NY,94,510,417-3046,no,no,-1,243.2,109,41.3,146.3,89,12.9,94.9,98,3.7,,5,1.7,4,False.
TX,217,408,385-7082,yes,no,-1,176.4,115,29.7,158,129,13.8,306.8,106,13.2,8.6,3,2.2,4,False.
RI,158,510,365-5886,no,no,-1,221,129,37.4,241.4,108,20.6,233.2,,9.9,5.8,6,1.4,0,False.
NV,102,415,373-5196,no,no,-1,144.5,87,24.5,265.9,128,23,217.7,59,9.1,6.6,,1.7,0,False.
UT,85,510,327-6194,yes,no,-1,212.1,106,36,227.7,103,19.7,163.5,115,6.8,7,4,1.9,0,False.
OK,79,510,381-4565,no,no,-1,147.1,72,24.9,164.9,102,14.3,243.3,106,10.3,7.8,10,2,1,False.
MN,139,510,357-9832,no,yes,24,96.3,112,16.1,,70,15.6,182.2,83,7.5,,11,3.4,2,False.
NC,103,415,396-4845,no,no,-1,263.5,118,44.6,178.3,69,15.2,,,9,10,2,2.4,0,False.
OR,98,415,378-6772,no,,-1,12.6,67,2.1,255.8,91,22.1,169.3,87,6.9,7.2,10,1.7,1,False.
NH,78,408,353-4296,yes,no,-1,162.3,116,27.6,191.5,87,16.8,240.7,99,10.3,9.4,4,2.4,2,False.
AK,50,408,362-8331,no,no,-1,183.7,107,31.2,57.9,119,5.3,202.6,98,8.4,8.2,4,2.1,1,False.
OR,161,415,362-4685,no,no,-1,178.2,109,30.2,145.7,87,,137.8,77,5.7,8.1,3,1.9,1,False.
KS,67,408,383-1431,yes,no,-1,201.5,101,34.2,96.9,123,8.6,202.5,118,8.4,6.3,4,1.6,,False.
WV,86,415,332-2258,,yes,37,122.9,158,20.7,133,120,11.7,138.4,,5.6,12.8,5,3.5,,
GA,92,510,375-8304,no,,-1,208,125,35.1,198.1,76,17.4,76.4,96,2.6,8,7,1.8,,
NM,174,415,340-5580,no,no,-1,239.2,72,40.5,187.7,125,16.1,105.5,115,4,8.1,4,2.2,1,False.
OH,124,510,362-1490,no,no,-1,193,97,32.7,88.9,99,8,172.8,103,7.2,14.7,4,3.8,1,
ND,132,415,336-4281,no,yes,30,174.7,,29.5,244.8,105,21.2,172.8,75,7.3,9.8,,2.4,1,False.
RI,190,415,361-1315,yes,yes,25,116.8,,19.7,145,89,12.7,175.3,102,,9.2,4,2.4,1,False.
HI,101,510,342-5906,no,no,-1,93.9,126,15.7,149.3,104,12.8,241.3,115,10.3,10.2,3,2.5,1,False.
WY,185,415,405-7904,yes,yes,29,,114,,117.8,107,10.4,,104,10.9,12.4,,3.3,2,False.
NY,68,415,349-4762,no,yes,28,239.5,82,40.5,203,105,17.5,167.9,69,7.1,,6,2.5,0,False.
KS,117,510,385-3263,no,yes,,215.8,140,36.7,223.3,69,19.4,268,111,11.5,11.3,5,2.9,0,False.
LA,118,408,405-9496,no,no,-1,187.4,97,31.7,177.1,90,15.3,233.4,96,9.8,11.6,7,2.9,1,False.
PA,124,415,396-6775,no,no,-1,167.4,119,,232.2,143,19.9,109.7,114,4.3,,5,2.6,0,False.
NV,22,510,393-6475,,no,-1,160.4,108,27.2,217.3,88,18.7,192.9,114,7.9,11.8,5,3.2,1,False.
MN,75,415,379-7779,no,no,-1,143.3,92,24.3,208.2,143,,173,95,7.3,11.2,9,3,,False.
PA,134,408,408-8650,no,no,-1,205.3,122,34.8,239.6,,20.8,179.2,106,7.5,4.4,9,1,1,False.
MO,164,408,400-3497,no,yes,24,219.2,87,37.1,150.6,99,13.1,50.2,59,1.6,13.7,7,3.6,1,False.
NY,44,510,407-9244,yes,no,-1,143.4,77,24.2,168.9,114,14.8,,76,9.1,6.9,5,1.9,1,False.
ME,177,415,406-8809,no,no,,232.8,106,39.6,174.4,98,15.1,212.4,76,9,11.9,8,3.1,2,False.
NH,110,408,358-1778,no,no,-1,162.1,81,27.4,246.5,89,21.4,,,6.4,8.3,8,2.3,0,False.
WY,53,415,337-4339,no,yes,26,26,119,4.3,205.6,97,17.9,228.1,63,9.5,5.9,8,1.5,1,False.
NY,108,415,344-7197,no,no,-1,154.2,123,,111.6,86,9.9,246.5,74,10.6,14.7,5,3.7,4,True.
ME,80,408,333-7631,no,no,-1,322.4,113,54.7,,95,19.1,162.9,122,6.5,6.1,9,1.5,0,True.
MN,158,408,372-6623,no,no,-1,210.1,112,35.6,220.4,82,19.1,210,92,8.9,7.6,4,2,1,False.
OH,114,415,363-2602,no,no,-1,191.5,88,32.3,174.3,79,15.1,220.4,117,9.3,-0.6,1,-0.1,0,False.
NC,64,408,387-7757,no,,18,291.1,150,49.4,,124,19.6,219.1,66,9.2,7,3,1.8,1,False.
SD,88,415,397-5381,no,no,-1,215.6,115,36.5,215.4,85,18.7,171.3,64,7,11,2,2.7,3,False.
UT,82,510,406-4604,no,no,-1,209.2,101,35.4,213,88,18.6,175.1,86,7.1,11.8,7,3.2,3,False.
KY,111,415,376-9513,no,no,-1,255.9,,43.4,203.3,129,,171.4,83,7,11.6,6,3,3,False.
MT,60,408,360-1852,no,,-1,252.7,97,42.8,220.3,122,19.1,110,99,4.1,11.8,4,3,2,False.
NJ,113,408,421-7270,no,no,-1,132.1,72,22.3,246.7,107,21.4,246.3,122,10.4,6.5,6,1.4,3,False.
FL,109,408,371-9482,no,no,-1,217,115,36.7,206.2,143,17.9,268.1,105,11.5,7.5,4,1.9,1,False.
IN,105,510,337-4101,no,yes,41,101.9,79,17.3,222.3,97,19.2,241.7,76,10,12.2,,3.1,0,False.
DE,85,510,420-2796,no,no,-1,211.4,100,35.7,,88,16,164.3,130,6.7,12.7,5,3.4,2,False.
AL,131,510,366-4225,no,no,-1,153.4,86,26,197.6,81,17.2,164.5,82,6.9,9.9,4,2.5,0,False.
ME,59,510,398-4567,no,no,-1,166.2,95,28.2,238.4,88,20.7,123.2,108,5,9.5,4,2.3,,False.
SD,148,408,388-4571,no,no,-1,185.1,86,31.5,169.8,97,14.8,165.3,103,6.8,9,13,2.4,1,False.
VA,210,408,360-8666,no,no,0,104.7,121,17.8,148.9,72,12.9,255,66,10.6,5.8,9,1.4,2,False.
AK,115,415,333-3704,no,no,-1,,105,41.6,,109,13.8,230,73,9.6,6.6,8,1.6,0,False.
ID,106,510,383-2566,yes,no,-1,274.5,120,46.5,197.7,82,17.3,160.9,61,6.5,5.4,4,1.5,1,False.
RI,93,415,406-5584,no,,-1,98.4,78,16.7,248.9,129,21.3,248.4,113,10.6,13.6,5,3.4,,False.
KY,57,415,344-4691,yes,,28,279.9,121,47.6,222.3,109,19.5,251.7,93,10.8,12.3,3,3.3,1,False.
ND,98,510,347-9737,no,no,-1,187.3,127,31.8,194.6,88,16.8,181.9,128,7.5,4.6,,1,1,False.
HI,157,415,333-7961,no,no,-1,276.2,95,46.9,,119,14.3,,78,6.2,1.6,4,0.3,3,False.
WI,116,415,364-2439,,yes,34,200.3,104,33.9,271.9,,23.4,214.6,99,8.9,7.7,5,1.9,1,False.
WV,30,510,411-8043,no,no,-1,162.5,96,27.3,243.1,123,21.1,180.2,88,7.4,8.4,5,2,2,False.
NJ,111,510,332-5084,no,no,-1,176.7,128,30.1,102.1,56,9,213.7,83,8.9,10,2,2.5,4,True.
KS,52,415,413-4831,yes,no,-1,165.7,78,28,204.6,90,17.8,213.6,123,9,11.6,7,3,0,False.
AL,72,415,343-4806,no,no,-1,217.7,93,36.9,188.9,,16.4,182.7,90,7.4,9.7,5,2.3,4,False.
NJ,135,510,401-8735,no,yes,27,201.4,100,34.2,,117,21.2,,130,6.4,12.3,5,,2,True.
NC,86,510,391-8626,no,no,-1,190.5,115,32.4,178.7,131,15.6,258.6,,10.8,9.5,6,2.3,3,False.
DE,98,415,327-5817,no,yes,28,180.1,97,30.4,188.3,89,16.4,164.4,75,6.6,12.3,8,3.2,3,False.
WY,151,510,381-4712,no,no,-1,235.9,104,39.9,79.7,92,7.1,212.9,115,8.8,5.2,3,1.4,3,False.
ID,118,415,335-3320,no,no,-1,,,23.8,186.3,60,16.2,208.1,154,8.8,7.4,1,1.9,0,False.
NY,117,415,415-8780,no,no,-1,144.8,115,24.6,258.1,66,22.3,,112,10.8,6.8,10,1.8,2,False.
MO,55,510,362-1146,no,no,-1,189.1,100,31.9,117.7,99,10.4,248.2,87,10.4,16.4,7,4.5,0,False.
ID,82,408,352-7413,no,no,-1,101.1,93,,154.5,104,13.5,304.5,92,13.1,12.7,3,3.2,0,False.
IA,152,415,387-6716,no,no,-1,206.5,98,35,292,82,25.3,43.7,120,1.4,10.1,5,2.6,1,False.
TN,108,408,352-1127,no,yes,,165.2,85,28.1,266.2,94,22.9,250.9,113,,10.4,5,,1,False.
OH,98,408,368-1288,no,no,-1,165.1,129,28,201.7,113,17.5,172.3,93,7.2,11.8,8,3.1,1,True.
IL,130,415,403-5279,no,no,,156,95,26.3,255.3,98,22,262.8,,11.2,10.9,4,2.9,3,False.
FL,136,408,397-9333,no,no,-1,199.4,122,,213.8,114,18.6,150.9,104,6,11.1,8,,1,False.
MA,47,415,411-7353,yes,no,-1,155.3,116,26.3,187.3,86,16.3,246.9,72,10.5,11.6,5,3.2,3,
OK,189,415,383-2537,,no,-1,208.3,106,35.3,235.8,124,20.4,179.2,119,7.4,11,6,2.8,3,False.
KY,107,415,330-4419,no,no,-1,157.2,79,26.4,,124,14.2,149.9,137,6,11.6,7,3.1,1,False.
MI,91,415,390-7930,no,no,-1,154.4,165,26,167.4,121,14.7,240.1,80,10,11.2,4,,5,True.
NE,159,415,362-5111,no,no,,189.1,105,31.9,245.4,148,21.1,242,,10.1,9.9,6,2.4,1,True.
VA,11,408,358-6796,no,yes,23,131.4,98,22.4,229.4,111,19.8,283.6,86,12,9.3,4,2.4,2,False.
NY,167,415,409-7494,no,no,-1,166.3,85,28.2,242.5,136,21,229.2,94,9.8,9.1,6,2.3,,False.
MT,111,408,400-1636,yes,no,-1,142.2,75,24,122,107,10.6,229.7,93,,12.3,10,3.1,2,False.
VT,99,408,389-2747,no,yes,18,87.8,103,14.8,222.1,87,19.3,182.3,111,7.5,6.7,4,1.7,2,False.
KS,159,415,415-2176,no,yes,18,184,,31.2,193.7,71,16.9,225.9,100,9.3,,4,4.2,0,False.
VA,114,415,377-8067,no,,30,174.6,104,29.6,223.4,93,19.4,116.2,90,4.6,11.5,10,2.9,2,False.
AL,71,415,362-7835,no,no,-1,103.6,103,17.3,137.8,80,11.9,164.9,97,6.9,8.3,2,2,2,False.
PA,122,415,361-5225,no,no,-1,35.2,61,5.9,180,90,15.6,251.7,57,10.5,12.1,3,3,1,False.
AL,100,408,333-3447,no,yes,24,246.7,94,41.8,140.6,112,12.2,189.9,108,7.8,,6,3.2,1,False.
WV,83,415,341-3044,no,yes,36,78.6,109,13.2,209.6,102,18.1,179.9,101,7.5,11.2,5,2.9,,False.
NV,64,408,350-7306,no,no,-1,148,73,25.2,164.2,102,14.3,216.1,124,9.2,11.7,2,3,5,True.
TN,105,408,353-8849,no,no,-1,206.3,84,35.1,255.8,138,22,117.3,90,4.5,8.4,3,2,1,False.
ID,144,415,402-3476,no,yes,32,251.9,87,42.7,196.9,118,17.1,209.2,97,8.9,11.8,4,3,2,False.
WY,106,415,338-6018,no,yes,,270.2,111,45.8,214.4,91,18.6,254,132,10.7,13.9,8,3.6,1,True.
TX,19,510,409-3520,no,yes,33,156.7,97,26.5,223.5,97,19.2,260.9,134,11.2,10.9,2,,1,False.
MA,46,408,357-1085,no,no,-1,139.4,81,23.2,222.7,114,19.3,173.1,76,7.1,13,7,3.3,,False.
IL,127,510,353-3285,no,,-1,220.3,108,37.5,187.6,125,16.4,172.8,112,7.1,11.2,4,3,2,False.
LA,9,415,409-9885,no,yes,38,214.1,108,36.5,168.4,115,,189.8,116,,9.4,4,2.5,1,False.
CO,157,415,388-7701,no,no,-1,196.2,74,,212.6,97,18.6,196.8,81,8,7.4,7,1.8,1,False.
UT,105,415,385-8184,no,no,-1,106.5,71,17.9,239.4,83,20.7,147.7,113,5.7,4.7,5,1.3,6,True.
MI,105,415,345-2863,no,yes,28,179.5,113,30.4,274.5,,,246.2,104,10.5,9.6,5,2.4,0,False.
NH,155,408,353-6300,no,no,-1,216.8,30,36.9,143.6,126,12.5,135.4,105,,10.2,2,2.9,2,False.
